id,amt,flow,inex,notes,ac1_id,ac2_id,trans_id
40000002627,45000,2,3,LoanRepay(cash) 170297  40000001697,10,12,40000002652
40000002628,600,2,1,CashDon 170297 40000001698,6,12,40000002653
40000002633,20000,2,3,LoanRepay(cash) 170452  40000001702,10,12,40000002660
40000002634,0.01,2,1,CashDon 170452 40000001703,6,12,40000002661
40000002653,15000,2,3,CashWidth 40000000167,12,1,40000002682
40000002658,28000,2,3,cashPawned 170462,12,10,40000002689
40000002659,300,2,1,170462 CashAdminFee 40000001717,7,12,40000002690
40000002680,50000,2,3,cashPawned 170465,12,10,40000002715
40000002681,500,2,1,170465 CashAdminFee 40000001734,7,12,40000002716
40000002695,7000,2,3,LoanRepay(cash) 170100  40000001747,10,12,40000002735
40000002696,500,2,1,CashDon 170100 40000001748,6,12,40000002736
40000002707,25000,2,3,cashPawned 170469,12,10,40000002748
40000002708,300,2,1,170469 CashAdminFee 40000001756,7,12,40000002749
40000002720,35000,2,3,cashPawned 170472,12,10,40000002762
40000002721,400,2,1,170472 CashAdminFee 40000001763,7,12,40000002763
40000002737,75000,2,3,LoanRepay(cash) 170042  40000001776,10,12,40000002780
40000002738,1000,2,1,CashDon 170042 40000001777,6,12,40000002781
40000002741,10000,2,3,CashWidth 40000000177,12,1,40000002785
40000002742,25000,2,3,CashWidth 40000000178,12,1,40000002786
40000002744,25000,2,3,CashWidth 40000000180,12,1,40000002788
40000002753,25000,2,3,LoanRepay(cash) 170469  40000001783,10,12,40000002797
40000002754,0.01,2,1,CashDon 170469 40000001784,6,12,40000002798
40000002757,15000,2,3,LoanRepay(cash) 170021  40000001787,10,12,40000002803
40000002758,500,2,1,CashDon 170021 40000001788,6,12,40000002804
40000002759,40000,2,3,LoanRepay(cash) 170018  40000001789,10,12,40000002806
40000002760,500,2,1,CashDon 170018 40000001790,6,12,40000002807
40000002761,185000,2,3,Dep(cash)  40000001791,1,12,40000002809
40000002772,120000,2,3,CashWidth 40000000182,12,1,40000002821
40000002801,50000,2,3,cashPawned 170482,12,10,40000002855
40000002802,500,2,1,170482 CashAdminFee 40000001821,7,12,40000002856
40000002807,18000,2,3,cashPawned 170485,12,10,40000002861
40000002808,200,2,1,CashRegFee 40000001824,47,12,40000002862
40000002809,28000,2,3,LoanRepay(cash) 170204  40000001825,10,12,40000002863
40000002810,0.01,2,1,CashDon 170204 40000001826,6,12,40000002864
40000002811,12000,2,3,LoanRepay(cash) 170395  40000001827,10,12,40000002866
40000002812,200,2,1,CashDon 170395 40000001828,6,12,40000002867
40000002813,12000,2,3,cashPawned 170486,12,10,40000002869
40000002814,200,2,1,170486 CashAdminFee 40000001829,7,12,40000002870
40000002822,200,2,3,revoking trans,12,47,40000002878
40000002825,200,2,1,170485 CashAdminFee 40000001837,7,12,40000002881
40000002829,60000,2,3,CashWidth 40000000188,12,1,40000002885
40000002841,32000,2,3,LoanRepay(cash) 170321  40000001850,10,12,40000002899
40000002842,500,2,1,CashDon 170321 40000001851,6,12,40000002900
40000002853,105000,2,3,CashWidth 40000000191,12,1,40000002913
40000002866,75000,2,3,LoanRepay(cash) 170149  40000001865,10,12,40000002927
40000002867,1000,2,1,CashDon 170149 40000001866,6,12,40000002928
40000002871,4000,2,3,CashWidth 40000000194,12,1,40000002934
40000002891,50000,2,3,Dep(cash)  40000001881,1,12,40000002954
40000002902,1000,2,3,CashWidth 40000000199,12,1,40000002967
40000002903,40000,2,3,cashPawned 170500,12,10,40000002968
40000002904,400,2,1,170500 CashAdminFee 40000001889,7,12,40000002969
40000002910,13000,2,3,LoanRepay(cash) 170409  40000001894,10,12,40000002975
40000002911,200,2,1,CashDon 170409 40000001895,6,12,40000002976
40000002912,10000,2,3,cashPawned 170502,12,10,40000002978
40000002913,100,2,1,170502 CashAdminFee 40000001896,7,12,40000002979
40000002925,40000,2,3,cashPawned 170504,12,10,40000002994
40000002926,400,2,1,170504 CashAdminFee 40000001906,7,12,40000002995
40000002927,600,2,3,Dep(cash)  40000001907,1,12,40000002996
40000002928,70000,2,3,LoanRepay(cash) 170106  40000001908,10,12,40000002997
40000002929,1000,2,1,CashDon 170106 40000001909,6,12,40000002998
40000002934,7000,2,3,cashPawned 170507,12,10,40000003004
40000002935,100,2,1,170507 CashAdminFee 40000001912,7,12,40000003005
40000002936,22000,2,3,LoanRepay(cash) 170437  40000001913,10,12,40000003006
40000002937,300,2,1,CashDon 170437 40000001914,6,12,40000003007
40000002951,80000,2,3,CashWidth 40000000202,12,1,40000003024
40000002952,40000,2,3,cashPawned 170511,12,10,40000003025
40000002953,400,2,1,170511 CashAdminFee 40000001924,7,12,40000003026
40000002957,12000,2,3,cashPawned 170514,12,10,40000003030
40000002958,200,2,1,170514 CashAdminFee 40000001927,7,12,40000003031
40000003003,80000,2,3,LoanRepay(cash) 170243  40000001961,10,12,40000003083
40000003004,1000,2,1,CashDon 170243 40000001962,6,12,40000003084
40000003005,52000,2,3,cashPawned 170525,12,10,40000003086
40000003006,600,2,1,170525 CashAdminFee 40000001963,7,12,40000003087
40000003009,10000,2,3,LoanRepay(cash) 170502  40000001965,10,12,40000003090
40000003010,100,2,1,CashDon 170502 40000001966,6,12,40000003091
40000003011,30000,2,3,CashWidth 40000000204,12,1,40000003093
40000003013,5000,2,3,CashWidth 40000000206,12,1,40000003095
40000003022,55000,2,3,cashPawned 170531,12,10,40000003104
40000003023,600,2,1,170531 CashAdminFee 40000001971,7,12,40000003105
40000003040,8000,2,3,cashPawned 170533,12,10,40000003126
40000003041,100,2,1,170533 CashAdminFee 40000001984,7,12,40000003127
40000003042,10000,2,3,cashPawned 170534,12,10,40000003128
40000003043,100,2,1,170534 CashAdminFee 40000001985,7,12,40000003129
40000003064,7000,2,3,LoanRepay(cash) 170507  40000002003,10,12,40000003153
40000003065,200,2,1,CashDon 170507 40000002004,6,12,40000003154
40000003067,25000,2,3,CashWidth 40000000210,12,1,40000003157
40000003069,100000,2,3,CashWidth 40000000212,12,1,40000003159
40000003077,75000,2,3,cashPawned 170540,12,10,40000003167
40000003078,800,2,1,170540 CashAdminFee 40000002009,7,12,40000003168
40000003079,15000,2,3,LoanRepay(cash) 170309  40000002010,10,12,40000003169
40000003080,150,2,1,CashDon 170309 40000002011,6,12,40000003170
40000003081,28000,2,3,LoanRepay(cash) 170447  40000002012,10,12,40000003172
40000003082,150,2,1,CashDon 170447 40000002013,6,12,40000003173
40000003087,100000,2,3,Dep(cash)  40000002017,1,12,40000003179
40000003088,30000,2,3,cashPawned 170542,12,10,40000003180
40000003089,300,2,1,170542 CashAdminFee 40000002018,7,12,40000003181
40000003090,25000,2,3,LoanRepay(cash) 170459  40000002019,10,12,40000003182
40000003091,200,2,1,CashDon 170459 40000002020,6,12,40000003183
40000003113,75000,2,3,CashWidth 40000000219,12,1,40000003207
40000003141,10000,2,3,Dep(cash)  40000002049,1,12,40000003238
40000003156,20000,2,3,Dep(cash)  40000002059,1,12,40000003254
40000003163,10000,2,3,LoanRepay(cash) 170534  40000002065,10,12,40000003263
40000003164,100,2,1,CashDon 170534 40000002066,6,12,40000003264
40000003191,34000,2,3,cashPawned 170565,12,10,40000003293
40000003192,400,2,1,170565 CashAdminFee 40000002082,7,12,40000003294
40000003198,60000,2,3,LoanRepay(cash) 170010  40000002087,10,12,40000003301
40000003199,1000,2,1,CashDon 170010 40000002088,6,12,40000003302
40000003229,25000,2,3,Dep(cash)  40000002108,1,12,40000003336
40000003234,40000,2,3,LoanRepay(cash) 170500  40000002113,10,12,40000003341
40000003235,200,2,1,CashDon 170500 40000002114,6,12,40000003342
40000003236,20000,2,3,LoanRepay(cash) 170179  40000002115,10,12,40000003343
40000003237,1000,2,1,CashDon 170179 40000002116,6,12,40000003344
40000003275,45000,2,3,cashPawned 170580,12,10,40000003389
40000003276,500,2,1,170580 CashAdminFee 40000002144,7,12,40000003390
40000003282,15000,2,3,Dep(cash)  40000002149,1,12,40000003396
40000003299,10000,2,3,cashPawned 170585,12,10,40000003415
40000003300,100,2,1,170585 CashAdminFee 40000002162,7,12,40000003416
40000003322,52000,2,3,LoanRepay(cash) 170525  40000002173,10,12,40000003439
40000003323,300,2,1,CashDon 170525 40000002174,6,12,40000003440
40000003324,50000,2,3,LoanRepay(cash) 170268  40000002175,10,12,40000003442
40000003325,1000,2,1,CashDon 170268 40000002176,6,12,40000003443
40000003327,7000,2,3,Dep(cash)  40000002178,1,12,40000003446
40000003344,52000,2,3,cashPawned 170594,12,10,40000003464
40000003345,600,2,1,170594 CashAdminFee 40000002191,7,12,40000003465
40000003353,20000,2,3,CashWidth 40000000246,12,1,40000003474
40000003356,500,2,3,Dep(cash)  40000002198,1,12,40000003477
40000003357,45000,2,3,LoanRepay(cash) 170093  40000002199,10,12,40000003478
40000003358,500,2,1,CashDon 170093 40000002200,6,12,40000003479
40000003379,17000,2,3,LoanRepay(cash) 170286  40000002215,10,12,40000003504
40000003380,200,2,1,CashDon 170286 40000002216,6,12,40000003505
40000003381,23000,2,3,LoanRepay(cash) 170305  40000002217,10,12,40000003507
40000003382,300,2,1,CashDon 170305 40000002218,6,12,40000003508
40000003388,10000,2,3,LoanRepay(cash) 170585  40000002224,10,12,40000003516
40000003389,100,2,1,CashDon 170585 40000002225,6,12,40000003517
40000003390,75000,2,3,Dep(cash)  40000002226,1,12,40000003519
40000003400,20000,2,3,cashPawned 170604,12,10,40000003532
40000003401,200,2,1,170604 CashAdminFee 40000002234,7,12,40000003533
40000003406,23000,2,3,Dep(cash)  40000002238,1,12,40000003538
40000003419,50000,2,3,cashPawned 170605,12,10,40000003552
40000003420,500,2,1,170605 CashAdminFee 40000002251,7,12,40000003553
40000003425,45000,2,3,cashPawned 170608,12,10,40000003558
40000003426,500,2,1,170608 CashAdminFee 40000002254,7,12,40000003559
40000003430,60000,2,3,CashWidth 40000000251,12,1,40000003563
40000003439,12000,2,3,cashPawned 170614,12,10,40000003572
40000003440,200,2,1,170614 CashAdminFee 40000002260,7,12,40000003573
40000003461,15000,2,3,cashPawned 170618,12,10,40000003596
40000003462,200,2,1,170618 CashAdminFee 40000002276,7,12,40000003597
40000003465,50000,2,3,LoanRepay(cash) 170123  40000002279,10,12,40000003600
40000003466,1000,2,1,CashDon 170123 40000002280,6,12,40000003601
40000003472,50000,2,3,cashPawned 170620,12,10,40000003607
40000003473,500,2,1,170620 CashAdminFee 40000002285,7,12,40000003608
40000003475,30000,2,3,CashWidth 40000000255,12,1,40000003610
40000003493,40000,2,3,cashPawned 170622,12,10,40000003631
40000003494,400,2,1,170622 CashAdminFee 40000002300,7,12,40000003632
40000003495,14000,2,3,cashPawned 170623,12,10,40000003633
40000003496,200,2,1,170623 CashAdminFee 40000002301,7,12,40000003634
40000003505,100000,2,3,LoanRepay(cash) 170270  40000002308,10,12,40000003647
40000003506,1000,2,1,CashDon 170270 40000002309,6,12,40000003648
40000003507,1000,2,3,Dep(cash)  40000002310,1,12,40000003650
40000003539,7000,2,3,cashPawned 170634,12,10,40000003686
40000003540,100,2,1,170634 CashAdminFee 40000002331,7,12,40000003687
