id,amt,flow,inex,notes,ac1_id,ac2_id,trans_id
40000009710,400.00,2,1,180886 CashAdminFee 40000005555,7,12,40000009871
40000009713,12000.00,2,3,cashPawned 180888,12,10,40000009874
40000009714,200.00,2,1,180888 CashAdminFee 40000005557,7,12,40000009875
40000009723,30000.00,2,3,CashWidth 40000000781,12,1,40000009885
40000009794,7000.00,2,3,cashPawned 180901,12,10,40000009976
40000009795,100.00,2,1,180901 CashAdminFee 40000005618,7,12,40000009977
40000009798,8000.00,2,3,CashWidth 40000000785,12,1,40000009980
40000009811,8000.00,2,3,cashPawned 180904,12,10,40000009997
40000009812,100.00,2,1,180904 CashAdminFee 40000005630,7,12,40000009998
40000009815,16000.00,2,3,cashPawned 180906,12,10,40000010001
40000009816,200.00,2,1,180906 CashAdminFee 40000005632,7,12,40000010002
40000009821,50000.00,2,3,CashWidth 40000000787,12,1,40000010008
40000009830,40000.00,2,3,LoanRepay(cash) 180745  40000005641,10,12,40000010019
40000009831,200.00,2,1,CashDon 180745 40000005642,6,12,40000010020
40000009832,14000.00,2,3,LoanRepay(cash) 180126  40000005643,10,12,40000010022
40000009833,200.00,2,1,CashDon 180126 40000005644,6,12,40000010023
40000009912,8000.00,2,3,cashPawned 180928,12,10,40000010113
40000009913,100.00,2,1,180928 CashAdminFee 40000005698,7,12,40000010114
40000009926,85000.00,2,3,CashWidth 40000000797,12,1,40000010129
40000009954,40000.00,2,3,LoanRepay(cash) 170336  40000005728,10,12,40000010164
40000009955,900.00,2,1,CashDon 170336 40000005729,6,12,40000010165
40000009956,100.00,2,1,CashPostage 40000005730,5,12,40000010166
40000009957,45000.00,2,3,LoanRepay(cash) 180246  40000005731,10,12,40000010168
40000009958,1000.00,2,1,CashDon 180246 40000005732,6,12,40000010169
40000009978,3000.00,2,3,CashWidth 40000000799,12,1,40000010193
40000009997,25000.00,2,3,LoanRepay(cash) 180675  40000005763,10,12,40000010219
40000009998,400.00,2,1,CashDon 180675 40000005764,6,12,40000010220
40000010003,40000.00,2,3,cashPawned 180945,12,10,40000010227
40000010004,400.00,2,1,180945 CashAdminFee 40000005768,7,12,40000010228
40000010010,243000.00,2,3,CashWidth 40000000801,12,1,40000010235
40000010050,18000.00,2,3,LoanRepay(cash) 180042  40000005798,10,12,40000010280
40000010051,300.00,2,1,CashDon 180042 40000005799,6,12,40000010281
40000010052,10000.00,2,3,LoanRepay(cash) 180339  40000005800,10,12,40000010282
40000010053,200.00,2,1,CashDon 180339 40000005801,6,12,40000010283
40000010054,1000.00,2,3,CashShareSales 40000005802,4,12,40000010286
40000010059,27000.00,2,3,cashPawned 180957,12,10,40000010291
40000010060,300.00,2,1,180957 CashAdminFee 40000005805,7,12,40000010292
40000010087,25000.00,2,3,cashPawned 180964,12,10,40000010321
40000010088,300.00,2,1,180964 CashAdminFee 40000005822,7,12,40000010322
40000010122,1000.00,2,3,CashShareSales 40000005848,4,12,40000010365
40000010123,20000.00,2,3,cashPawned 180971,12,10,40000010366
40000010124,200.00,2,1,180971 CashAdminFee 40000005849,7,12,40000010367
40000010127,35000.00,2,3,cashPawned 180973,12,10,40000010370
40000010128,400.00,2,1,180973 CashAdminFee 40000005851,7,12,40000010371
40000010144,20000.00,2,3,LoanRepay(cash) 180793  40000005861,10,12,40000010389
40000010145,200.00,2,1,CashDon 180793 40000005862,6,12,40000010390
40000010158,40000.00,2,3,LoanRepay(cash) 170304  40000005872,10,12,40000010404
40000010159,900.00,2,1,CashDon 170304 40000005873,6,12,40000010405
40000010160,100.00,2,1,CashPostage 40000005874,5,12,40000010406
40000010203,60000.00,2,3,LoanRepay(cash) 180489  40000005909,10,12,40000010460
40000010204,500.00,2,1,CashDon 180489 40000005910,6,12,40000010461
40000010221,20000.00,2,3,cashPawned 180985,12,10,40000010481
40000010222,200.00,2,1,180985 CashAdminFee 40000005924,7,12,40000010482
40000010265,47000.00,2,3,LoanRepay(cash) 180121  40000005957,10,12,40000010532
40000010266,500.00,2,1,CashDon 180121 40000005958,6,12,40000010533
40000010267,8000.00,2,3,LoanRepay(cash) 170281  40000005959,10,12,40000010535
40000010268,200.00,2,1,CashDon 170281 40000005960,6,12,40000010536
40000010269,7000.00,2,3,LoanRepay(cash) 170348  40000005961,10,12,40000010537
40000010270,100.00,2,1,CashDon 170348 40000005962,6,12,40000010538
40000010271,12000.00,2,3,LoanRepay(cash) 170443  40000005963,10,12,40000010539
40000010272,100.00,2,1,CashDon 170443 40000005964,6,12,40000010540
40000010273,100.00,2,1,CashPostage 40000005965,5,12,40000010541
40000010277,15000.00,2,3,LoanRepay(cash) 170659  40000005969,10,12,40000010545
40000010278,100.00,2,1,CashDon 170659 40000005970,6,12,40000010546
40000010279,100.00,2,1,CashPostage 40000005971,5,12,40000010547
40000010306,10000.00,2,3,CashWidth 40000000825,12,1,40000010584
40000010334,20000.00,2,3,cashPawned 181008,12,10,40000010613
40000010335,200.00,2,1,181008 CashAdminFee 40000006009,7,12,40000010614
40000010391,3000.00,2,3,CashWidth 40000000831,12,1,40000010681
40000010401,43000.00,2,3,LoanRepay(cash) 180054  40000006055,10,12,40000010692
40000010402,400.00,2,1,CashDon 180054 40000006056,6,12,40000010693
40000010403,100.00,2,1,CashPostage 40000006057,5,12,40000010694
40000010419,30000.00,2,3,CashWidth 40000000838,12,1,40000010712
40000010454,400.00,2,3,Dep(cash)  40000006090,1,12,40000010753
40000010459,53000.00,2,3,cashPawned 181032,12,10,40000010758
40000010460,600.00,2,1,181032 CashAdminFee 40000006093,7,12,40000010759
40000010463,22000.00,2,3,cashPawned 181034,12,10,40000010762
40000010464,300.00,2,1,181034 CashAdminFee 40000006095,7,12,40000010763
40000010470,80000.00,2,3,LoanRepay(cash) 180337  40000006098,10,12,40000010769
40000010471,1500.00,2,1,CashDon 180337 40000006099,6,12,40000010770
40000010536,32000.00,2,3,LoanRepay(cash) 180744  40000006152,10,12,40000010850
40000010537,300.00,2,1,CashDon 180744 40000006153,6,12,40000010851
40000010538,30000.00,2,3,LoanRepay(cash) 180872  40000006154,10,12,40000010853
40000010539,300.00,2,1,CashDon 180872 40000006155,6,12,40000010854
40000010540,35000.00,2,3,LoanRepay(cash) 180886  40000006156,10,12,40000010856
40000010541,400.00,2,1,CashDon 180886 40000006157,6,12,40000010857
40000010542,10000.00,2,3,Dep(cash)  40000006158,1,12,40000010859
40000010575,45000.00,2,3,CashWidth 40000000859,12,1,40000010894
40000010595,30000.00,2,3,cashPawned 181052,12,10,40000010919
40000010596,300.00,2,1,181052 CashAdminFee 40000006192,7,12,40000010920
40000010628,35000.00,2,3,LoanRepay(cash) 170472  40000006220,10,12,40000010962
40000010629,900.00,2,1,CashDon 170472 40000006221,6,12,40000010963
40000010630,100.00,2,1,CashPostage 40000006222,5,12,40000010964
40000010652,1000.00,2,3,CashWidth 40000000863,12,1,40000010989
40000010657,30000.00,2,3,LoanRepay(cash) 180531  40000006242,10,12,40000010994
40000010658,9000.00,2,3,LoanRepay(cash) 180869  40000006243,10,12,40000010995
40000010669,45000.00,2,3,cashPawned 181062,12,10,40000011006
40000010670,500.00,2,1,181062 CashAdminFee 40000006252,7,12,40000011007
40000010695,300.00,2,1,CashDon 180531 40000006266,6,12,40000011033
40000010696,200.00,2,1,CashDon 180869 40000006267,6,12,40000011034
40000010707,22000.00,2,3,cashPawned 181071,12,10,40000011051
40000010708,300.00,2,1,181071 cashAdminFee 40000006278,7,12,40000011052
40000010734,1000.00,2,3,CashShareSales 40000006293,4,12,40000011079
40000010741,1000.00,2,3,CashShareSales 40000006300,4,12,40000011086
40000010748,30000.00,2,3,cashPawned 181078,12,10,40000011093
40000010749,300.00,2,1,181078 cashAdminFee 40000006307,7,12,40000011094
40000010750,20000.00,2,3,cashPawned 181079,12,10,40000011095
40000010751,200.00,2,1,181079 cashAdminFee 40000006308,7,12,40000011096
40000010760,15000.00,2,3,Dep(cash)  40000006316,1,12,40000011110
40000010764,165000.00,2,3,CashWidth 40000000873,12,1,40000011115
40000010767,66000.00,2,3,LoanRepay(cash) 180247  40000006319,10,12,40000011118
40000010768,2000.00,2,1,CashDon 180247 40000006320,6,12,40000011119
40000010792,8000.00,2,3,cashPawned 181086,12,10,40000011149
40000010793,100.00,2,1,181086 cashAdminFee 40000006339,7,12,40000011150
40000010804,1300.00,2,3,CashWidth 40000000878,12,1,40000011161
40000010836,30000.00,2,3,LoanRepay(cash) 180070  40000006366,10,12,40000011198
40000010837,100.00,2,1,CashDon 180070 40000006367,6,12,40000011199
40000010838,100.00,2,1,CashPostage 40000006368,5,12,40000011200
40000010853,30000.00,2,3,LoanRepay(cash) 180555  40000006381,10,12,40000011218
40000010854,500.00,2,1,CashDon 180555 40000006382,6,12,40000011219
40000010855,30000.00,2,3,LoanRepay(cash) 180623  40000006383,10,12,40000011221
40000010856,500.00,2,1,CashDon 180623 40000006384,6,12,40000011222
40000010872,1000.00,2,3,CashShareSales 40000006394,4,12,40000011246
40000010875,40000.00,2,3,cashPawned 181108,12,10,40000011249
40000010876,400.00,2,1,181108 cashAdminFee 40000006396,7,12,40000011250
40000010899,53000.00,2,3,LoanRepay(cash) 181032  40000006415,10,12,40000011275
40000010900,600.00,2,1,CashDon 181032 40000006416,6,12,40000011276
40000010917,60000.00,2,3,LoanRepay(cash) 170424  40000006425,10,12,40000011294
40000010918,1900.00,2,1,CashDon 170424 40000006426,6,12,40000011295
40000010919,100.00,2,1,CashPostage 40000006427,5,12,40000011296
40000010929,10000.00,2,3,CashWidth 40000000888,12,1,40000011306
40000010930,7000.00,2,3,CashWidth 40000000889,12,1,40000011307
40000010939,26000.00,2,3,cashPawned 181119,12,10,40000011317
40000010940,300.00,2,1,181119 cashAdminFee 40000006437,7,12,40000011318
40000010941,20000.00,2,3,CashWidth 40000000892,12,1,40000011319
40000010942,33000.00,2,3,CashWidth 40000000893,12,1,40000011320
40000010947,70000.00,2,3,Dep(cash)  40000006440,1,12,40000011325
40000010990,7000.00,2,3,cashPawned 181133,12,10,40000011374
40000010991,100.00,2,1,181133 cashAdminFee 40000006470,7,12,40000011375
40000011036,20000.00,2,3,CashWidth 40000000901,12,1,40000011427
40000011047,30000.00,2,3,LoanRepay(cash) 181052  40000006506,10,12,40000011441
40000011048,100.00,2,1,CashDon 181052 40000006507,6,12,40000011442
40000011053,30000.00,2,3,cashPawned 181146,12,10,40000011447
40000011054,300.00,2,1,181146 cashAdminFee 40000006510,7,12,40000011448
40000011069,20000.00,2,3,LoanRepay(cash) 180482  40000006522,10,12,40000011467
40000011070,300.00,2,1,CashDon 180482 40000006523,6,12,40000011468
40000011098,50000.00,2,3,LoanRepay(cash) 180578  40000006543,10,12,40000011499
40000011099,2000.00,2,1,CashDon 180578 40000006544,6,12,40000011500
40000011132,25000.00,2,3,cashPawned 181163,12,10,40000011540
40000011133,300.00,2,1,181163 cashAdminFee 40000006569,7,12,40000011541
40000011148,15000.00,2,3,CashWidth 40000000911,12,1,40000011556
40000011151,30000.00,2,3,cashPawned 181167,12,10,40000011560
40000011152,300.00,2,1,181167 cashAdminFee 40000006579,7,12,40000011561
40000011155,25000.00,2,3,cashPawned 181169,12,10,40000011564
40000011156,300.00,2,1,181169 cashAdminFee 40000006581,7,12,40000011565
40000011167,40000.00,2,3,cashPawned 181171,12,10,40000011578
40000011168,400.00,2,1,181171 cashAdminFee 40000006591,7,12,40000011579
40000011177,15000.00,2,3,CashWidth 40000000912,12,1,40000011589
40000011179,35000.00,2,3,CashWidth 40000000914,12,1,40000011591
40000011206,15000.00,2,3,cashPawned 181180,12,10,40000011624
40000011207,200.00,2,1,181180 cashAdminFee 40000006618,7,12,40000011625
40000011258,200000.00,2,3,Dep(cash)  40000006649,1,12,40000011680
40000011259,70000.00,2,3,CashWidth 40000000919,12,1,40000011681
40000011263,30000.00,2,3,cashPawned 181196,12,10,40000011686
40000011264,300.00,2,1,181196 cashAdminFee 40000006652,7,12,40000011687
40000011295,30000.00,2,3,LoanRepay(cash) 181167  40000006676,10,12,40000011726
40000011296,300.00,2,1,CashDon 181167 40000006677,6,12,40000011727
40000011301,10000.00,2,3,CashWidth 40000000923,12,1,40000011733
40000011327,50000.00,2,3,CashWidth 40000000925,12,1,40000011761
40000011382,40000.00,2,3,cashPawned 181220,12,10,40000011825
40000011383,400.00,2,1,181220 cashAdminFee 40000006740,7,12,40000011826
40000011389,12000.00,2,3,cashPawned 181222,12,10,40000011833
40000011390,200.00,2,1,181222 cashAdminFee 40000006745,7,12,40000011834
40000011413,100000.00,2,3,CashWidth 40000000928,12,1,40000011860
40000011421,30000.00,2,3,cashPawned 181229,12,10,40000011871
40000011422,300.00,2,1,181229 cashAdminFee 40000006769,7,12,40000011872
40000011452,15000.00,2,3,cashPawned 181241,12,10,40000011905
40000011453,200.00,2,1,181241 cashAdminFee 40000006788,7,12,40000011906
40000011456,4000.00,2,3,LoanRepay(cash) 180773  40000006790,10,12,40000011910
40000011457,500.00,2,1,CashDon 180773 40000006791,6,12,40000011911
40000011581,50000.00,2,3,cashPawned 181262,12,10,40000012067
40000011582,500.00,2,1,181262 cashAdminFee 40000006889,7,12,40000012068
40000011583,50000.00,2,3,cashPawned 181263,12,10,40000012069
40000011584,500.00,2,1,181263 cashAdminFee 40000006890,7,12,40000012070
40000011633,15000.00,2,3,CashWidth 40000000944,12,1,40000012122
40000011673,11000.00,2,3,LoanRepay(cash) 180554  40000006952,10,12,40000012170
40000011674,200.00,2,1,CashDon 180554 40000006953,6,12,40000012171
40000011724,4000.00,2,3,cashPawned 181284,12,10,40000012221
40000011725,100.00,2,1,181284 cashAdminFee 40000006992,7,12,40000012222
40000011817,30000.00,2,3,Dep(cash)  40000007059,1,12,40000012327
40000011819,20000.00,2,3,cashPawned 181303,12,10,40000012329
40000011820,200.00,2,1,181303 cashAdminFee 40000007061,7,12,40000012330
40000011823,500.00,2,3,CashWidth 40000000960,12,1,40000012333
40000011826,1000.00,2,3,CashShareSales 40000007063,4,12,40000012336
40000011830,45000.00,2,3,cashPawned 181305,12,10,40000012341
40000011831,500.00,2,1,181305 cashAdminFee 40000007067,7,12,40000012342
40000011859,50000.00,2,3,cashPawned 181314,12,10,40000012373
40000011860,500.00,2,1,181314 cashAdminFee 40000007084,7,12,40000012374
40000011891,16000.00,2,3,LoanRepay(cash) 180558  40000007109,10,12,40000012412
40000011892,500.00,2,1,CashDon 180558 40000007110,6,12,40000012413
40000011893,20000.00,2,3,LoanRepay(cash) 180838  40000007111,10,12,40000012415
40000011894,500.00,2,1,CashDon 180838 40000007112,6,12,40000012416
40000011895,25000.00,2,3,LoanRepay(cash) 181163  40000007113,10,12,40000012418
40000011896,500.00,2,1,CashDon 181163 40000007114,6,12,40000012419
40000011907,20000.00,2,3,LoanRepay(cash) 181303  40000007123,10,12,40000012432
40000011908,100.00,2,1,CashDon 181303 40000007124,6,12,40000012433
40000011918,2000.00,2,3,CashWidth 40000000969,12,1,40000012445
40000011946,28000.00,2,3,LoanRepay(cash) 180834  40000007153,10,12,40000012480
40000011947,1000.00,2,1,CashDon 180834 40000007154,6,12,40000012481
40000011980,30000.00,2,3,cashPawned 181337,12,10,40000012515
40000011981,300.00,2,1,181337 cashAdminFee 40000007171,7,12,40000012516
40000011988,50000.00,2,3,cashPawned 181341,12,10,40000012523
40000011989,500.00,2,1,181341 cashAdminFee 40000007175,7,12,40000012524
40000012020,20000.00,2,3,LoanRepay(cash) 180525  40000007196,10,12,40000012562
40000012021,600.00,2,1,CashDon 180525 40000007197,6,12,40000012563
40000012038,12000.00,2,3,LoanRepay(cash) 180888  40000007209,10,12,40000012584
40000012039,300.00,2,1,CashDon 180888 40000007210,6,12,40000012585
40000012051,10000.00,2,3,CashWidth 40000000984,12,1,40000012600
40000012055,20000.00,2,3,LoanRepay(cash) 180725  40000007221,10,12,40000012605
40000012056,600.00,2,1,CashDon 180725 40000007222,6,12,40000012606
40000012065,22000.00,2,3,cashPawned 181354,12,10,40000012617
40000012066,300.00,2,1,181354 cashAdminFee 40000007230,7,12,40000012618
40000012115,36500.00,2,3,LoanRepay(cash) 180153  40000007264,10,12,40000012674
40000012116,1000.00,2,1,CashDon 180153 40000007265,6,12,40000012675
40000012138,30000.00,2,3,LoanRepay(cash) 181078  40000007275,10,12,40000012698
40000012139,300.00,2,1,CashDon 181078 40000007276,6,12,40000012699
40000012178,20000.00,2,3,cashPawned 181377,12,10,40000012748
40000012179,200.00,2,1,181377 cashAdminFee 40000007304,7,12,40000012749
40000012188,30000.00,2,3,cashPawned 181382,12,10,40000012758
40000012189,300.00,2,1,181382 cashAdminFee 40000007309,7,12,40000012759
40000012192,12000.00,2,3,LoanRepay(cash) 181222  40000007311,10,12,40000012763
40000012193,200.00,2,1,CashDon 181222 40000007312,6,12,40000012764
40000012197,5000.00,2,3,CashWidth 40000001003,12,1,40000012769
40000012227,50000.00,2,3,LoanRepay(cash) 170620  40000007334,10,12,40000012806
40000012228,500.00,2,1,CashDon 170620 40000007335,6,12,40000012807
40000012276,30000.00,2,3,CashWidth 40000001018,12,1,40000012864
40000012288,30000.00,2,3,LoanRepay(cash) 181196  40000007376,10,12,40000012880
40000012289,300.00,2,1,CashDon 181196 40000007377,6,12,40000012881
40000012290,20000.00,2,3,LoanRepay(cash) 181377  40000007378,10,12,40000012883
40000012291,200.00,2,1,CashDon 181377 40000007379,6,12,40000012884
40000012305,115000.00,2,3,Dep(cash)  40000007390,1,12,40000012901
40000012337,60000.00,2,3,LoanRepay(cash) 180762  40000007410,10,12,40000012940
40000012338,500.00,2,1,CashDon 180762 40000007411,6,12,40000012941
40000012343,14.58,2,3,PROFIT(share),1,12,40000012946
40000012344,2.36,2,3,PROFIT(saving),1,12,40000012946
40000012345,14.58,2,3,PROFIT(share),1,12,40000012947
40000012346,3.67,2,3,PROFIT(saving),1,12,40000012947
40000012347,20.80,2,3,PROFIT(share),1,12,40000012948
40000012348,3.67,2,3,PROFIT(saving),1,12,40000012948
40000012349,16.82,2,3,PROFIT(share),1,12,40000012949
40000012350,3.67,2,3,PROFIT(saving),1,12,40000012949
40000012351,20.80,2,3,PROFIT(share),1,12,40000012950
40000012352,3.67,2,3,PROFIT(saving),1,12,40000012950
40000012353,14.58,2,3,PROFIT(share),1,12,40000012951
40000012354,10.70,2,3,PROFIT(saving),1,12,40000012951
40000012355,14.58,2,3,PROFIT(share),1,12,40000012952
40000012356,9.13,2,3,PROFIT(saving),1,12,40000012952
40000012357,14.58,2,3,PROFIT(share),1,12,40000012953
40000012358,10.28,2,3,PROFIT(saving),1,12,40000012953
40000012359,14.58,2,3,PROFIT(share),1,12,40000012954
40000012360,14.03,2,3,PROFIT(saving),1,12,40000012954
40000012361,14.58,2,3,PROFIT(share),1,12,40000012955
40000012362,3.67,2,3,PROFIT(saving),1,12,40000012955
40000012363,14.58,2,3,PROFIT(share),1,12,40000012956
40000012364,3.67,2,3,PROFIT(saving),1,12,40000012956
40000012365,14.58,2,3,PROFIT(share),1,12,40000012957
40000012366,53.32,2,3,PROFIT(saving),1,12,40000012957
40000012367,14.58,2,3,PROFIT(share),1,12,40000012958
40000012368,3.67,2,3,PROFIT(saving),1,12,40000012958
40000012369,14.58,2,3,PROFIT(share),1,12,40000012959
40000012370,18.45,2,3,PROFIT(saving),1,12,40000012959
40000012371,20.48,2,3,PROFIT(share),1,12,40000012960
40000012372,5.07,2,3,PROFIT(saving),1,12,40000012960
40000012373,14.58,2,3,PROFIT(share),1,12,40000012961
40000012374,3.67,2,3,PROFIT(saving),1,12,40000012961
40000012375,14.58,2,3,PROFIT(share),1,12,40000012962
40000012376,171.83,2,3,PROFIT(saving),1,12,40000012962
40000012377,23.35,2,3,PROFIT(share),1,12,40000012963
40000012378,3.67,2,3,PROFIT(saving),1,12,40000012963
40000012379,14.58,2,3,PROFIT(share),1,12,40000012964
40000012380,1329.52,2,3,PROFIT(saving),1,12,40000012964
40000012381,14.58,2,3,PROFIT(share),1,12,40000012965
40000012382,25.98,2,3,PROFIT(saving),1,12,40000012965
40000012383,14.58,2,3,PROFIT(share),1,12,40000012966
40000012384,3.99,2,3,PROFIT(saving),1,12,40000012966
40000012385,14.58,2,3,PROFIT(share),1,12,40000012967
40000012386,3.67,2,3,PROFIT(saving),1,12,40000012967
40000012387,14.58,2,3,PROFIT(share),1,12,40000012968
40000012388,3.67,2,3,PROFIT(saving),1,12,40000012968
40000012389,14.58,2,3,PROFIT(share),1,12,40000012969
40000012390,3.67,2,3,PROFIT(saving),1,12,40000012969
40000012391,14.58,2,3,PROFIT(share),1,12,40000012970
40000012392,354.10,2,3,PROFIT(saving),1,12,40000012970
40000012393,14.58,2,3,PROFIT(share),1,12,40000012971
40000012394,13.73,2,3,PROFIT(saving),1,12,40000012971
40000012395,14.58,2,3,PROFIT(share),1,12,40000012972
40000012396,6.50,2,3,PROFIT(saving),1,12,40000012972
40000012397,14.58,2,3,PROFIT(share),1,12,40000012973
40000012398,64.55,2,3,PROFIT(saving),1,12,40000012973
40000012399,14.58,2,3,PROFIT(share),1,12,40000012974
40000012400,138.42,2,3,PROFIT(saving),1,12,40000012974
40000012401,14.58,2,3,PROFIT(share),1,12,40000012975
40000012402,5.01,2,3,PROFIT(saving),1,12,40000012975
40000012403,29.17,2,3,PROFIT(share),1,12,40000012976
40000012404,7.32,2,3,PROFIT(saving),1,12,40000012976
40000012405,14.58,2,3,PROFIT(share),1,12,40000012977
40000012406,34.38,2,3,PROFIT(saving),1,12,40000012977
40000012407,14.58,2,3,PROFIT(share),1,12,40000012978
40000012408,6.48,2,3,PROFIT(saving),1,12,40000012978
40000012409,14.58,2,3,PROFIT(share),1,12,40000012979
40000012410,46.33,2,3,PROFIT(saving),1,12,40000012979
40000012411,23.51,2,3,PROFIT(share),1,12,40000012980
40000012412,10.63,2,3,PROFIT(saving),1,12,40000012980
40000012413,14.58,2,3,PROFIT(share),1,12,40000012981
40000012414,3.65,2,3,PROFIT(saving),1,12,40000012981
40000012415,14.58,2,3,PROFIT(share),1,12,40000012982
40000012416,8.90,2,3,PROFIT(saving),1,12,40000012982
40000012417,14.58,2,3,PROFIT(share),1,12,40000012983
40000012418,32.44,2,3,PROFIT(saving),1,12,40000012983
40000012419,14.58,2,3,PROFIT(share),1,12,40000012984
40000012420,141.43,2,3,PROFIT(saving),1,12,40000012984
40000012421,14.58,2,3,PROFIT(share),1,12,40000012985
40000012422,9.13,2,3,PROFIT(saving),1,12,40000012985
40000012423,14.58,2,3,PROFIT(share),1,12,40000012986
40000012424,3.57,2,3,PROFIT(saving),1,12,40000012986
40000012425,14.58,2,3,PROFIT(share),1,12,40000012987
40000012426,3.54,2,3,PROFIT(saving),1,12,40000012987
40000012427,14.58,2,3,PROFIT(share),1,12,40000012988
40000012428,24.64,2,3,PROFIT(saving),1,12,40000012988
40000012429,14.58,2,3,PROFIT(share),1,12,40000012989
40000012430,3.54,2,3,PROFIT(saving),1,12,40000012989
40000012431,14.58,2,3,PROFIT(share),1,12,40000012990
40000012432,20.91,2,3,PROFIT(saving),1,12,40000012990
40000012433,14.58,2,3,PROFIT(share),1,12,40000012991
40000012434,128.70,2,3,PROFIT(saving),1,12,40000012991
40000012435,14.58,2,3,PROFIT(share),1,12,40000012992
40000012436,70.84,2,3,PROFIT(saving),1,12,40000012992
40000012437,14.58,2,3,PROFIT(share),1,12,40000012993
40000012438,5450.10,2,3,PROFIT(saving),1,12,40000012993
40000012439,14.58,2,3,PROFIT(share),1,12,40000012994
40000012440,4.80,2,3,PROFIT(saving),1,12,40000012994
40000012441,14.58,2,3,PROFIT(share),1,12,40000012995
40000012442,13.40,2,3,PROFIT(saving),1,12,40000012995
40000012443,14.58,2,3,PROFIT(share),1,12,40000012996
40000012444,2.15,2,3,PROFIT(saving),1,12,40000012996
40000012445,14.58,2,3,PROFIT(share),1,12,40000012997
40000012446,3.41,2,3,PROFIT(saving),1,12,40000012997
40000012447,14.58,2,3,PROFIT(share),1,12,40000012998
40000012448,19.67,2,3,PROFIT(saving),1,12,40000012998
40000012449,14.58,2,3,PROFIT(share),1,12,40000012999
40000012450,6.18,2,3,PROFIT(saving),1,12,40000012999
40000012451,14.58,2,3,PROFIT(share),1,12,40000013000
40000012452,10.00,2,3,PROFIT(saving),1,12,40000013000
40000012453,29.17,2,3,PROFIT(share),1,12,40000013001
40000012454,66.21,2,3,PROFIT(saving),1,12,40000013001
40000012455,14.58,2,3,PROFIT(share),1,12,40000013002
40000012456,7.90,2,3,PROFIT(saving),1,12,40000013002
40000012457,29.17,2,3,PROFIT(share),1,12,40000013003
40000012458,3.99,2,3,PROFIT(saving),1,12,40000013003
40000012459,14.58,2,3,PROFIT(share),1,12,40000013004
40000012460,6.20,2,3,PROFIT(saving),1,12,40000013004
40000012461,14.58,2,3,PROFIT(share),1,12,40000013005
40000012462,6.16,2,3,PROFIT(saving),1,12,40000013005
40000012489,14.58,2,3,PROFIT(share),1,12,40000013019
40000012490,3.33,2,3,PROFIT(saving),1,12,40000013019
40000013569,15000.00,2,3,cashPawned 190027,12,10,40000013676
40000013570,200.00,2,1,190027 cashAdminFee 40000007487,7,12,40000013677
40000013584,16000.00,2,3,cashPawned 190034,12,10,40000013691
40000013585,200.00,2,1,190034 cashAdminFee 40000007495,7,12,40000013692
40000013591,15000.00,2,3,LoanRepay(cash) 181241  40000007501,10,12,40000013699
40000013592,100.00,2,1,CashDon 181241 40000007502,6,12,40000013700
40000013640,15000.00,2,3,LoanRepay(cash) 180261  40000007541,10,12,40000013758
40000013641,300.00,2,1,CashDon 180261 40000007542,6,12,40000013759
40000013642,7000.00,2,3,LoanRepay(cash) 180853  40000007543,10,12,40000013761
40000013643,100.00,2,1,CashDon 180853 40000007544,6,12,40000013762
40000013644,8000.00,2,3,LoanRepay(cash) 180883  40000007545,10,12,40000013764
40000013645,100.00,2,1,CashDon 180883 40000007546,6,12,40000013765
40000013646,6500.00,2,3,LoanRepay(cash) 180473  40000007547,10,12,40000013767
40000013647,200.00,2,1,CashDon 180473 40000007548,6,12,40000013768
40000013659,12000.00,2,3,cashPawned 190046,12,10,40000013780
40000013660,200.00,2,1,190046 cashAdminFee 40000007555,7,12,40000013781
40000013713,50000.00,2,3,cashPawned 190058,12,10,40000013843
40000013714,500.00,2,1,190058 cashAdminFee 40000007595,7,12,40000013844
40000013721,1000.00,2,3,CashShareSales 40000007599,4,12,40000013852
40000013734,50000.00,2,3,CashWidth 40000001055,12,1,40000013867
40000013737,65000.00,2,3,LoanRepay(cash) 180205  40000007613,10,12,40000013871
40000013738,1000.00,2,1,CashDon 180205 40000007614,6,12,40000013872
40000013766,1000.00,2,3,CashShareSales 40000007636,4,12,40000013904
40000013774,65000.00,2,3,cashPawned 190068,12,10,40000013913
40000013775,700.00,2,1,190068 cashAdminFee 40000007642,7,12,40000013914
40000013785,16000.00,2,3,LoanRepay(cash) 190034  40000007649,10,12,40000013926
40000013786,0.01,2,1,CashDon 190034 40000007650,6,12,40000013927
40000013800,29000.00,2,3,LoanRepay(cash) 180349  40000007662,10,12,40000013947
40000013801,500.00,2,1,CashDon 180349 40000007663,6,12,40000013948
40000013806,1000.00,2,3,CashShareSales 40000007666,4,12,40000013953
40000013807,30000.00,2,3,cashPawned 190075,12,10,40000013954
40000013808,300.00,2,1,190075 cashAdminFee 40000007667,7,12,40000013955
40000013821,28200.00,2,3,Dep(cash)  40000007675,1,12,40000013969
40000013830,28500.00,2,3,cashPawned 190080,12,10,40000013978
40000013831,300.00,2,1,190080 cashAdminFee 40000007681,7,12,40000013979
40000013838,29000.00,2,3,CashWidth 40000001062,12,1,40000013987
40000013839,300.00,2,3,Dep(cash)  40000007686,1,12,40000013988
40000013840,12000.00,2,3,cashPawned 190083,12,10,40000013989
40000013841,200.00,2,1,190083 cashAdminFee 40000007687,7,12,40000013990
